swiss_french,standard_french,dialect,part_of_speech,definition,source,notes
grange,,vaud,unknown,".-N.P.battre briquet ,battre feu,briqueter ;D.bat-",Glossaire vaud (1861),Line 814
trelebriquet,,vaud,unknown,.-N.P.pétrir lebeurre ;D.battre lebeurre,Glossaire vaud (1861),Line 815
oubaratter,,vaud,unknown,".-Rolier ,pour battre ,frapper ,P.F.-N.P.",Glossaire vaud (1861),Line 816
débattre,,vaud,unknown,"desœufs ;D.battre desœufs .-Nepas battre un coup,P.F.-Onneditpasabsolument battre froid ;D.bat-",Glossaire vaud (1861),Line 817
trefroid,,vaud,unknown,"à;ilm'a battu froid ;ilabattu froid àmon frère . -Tortiller quelqu'un pour direlebattre ,P.F.-Onnedit",Glossaire vaud (1861),Line 819
pasbrasser,,vaud,unknown,"lescartes ,remuer lescartes ,ilfautdirebattre les",Glossaire vaud (1861),Line 821
cartes,Acad .,vaud,unknown,",oumieux encore ,lesmêler .(Acad .)N.P.battre atout ;",Glossaire vaud (1861),Line 822
cemot,,vaud,unknown,"baume dans ungrand nombre delocutions ,comme :",Glossaire vaud (1861),Line 827
As,,vaud,unknown,tudel'argent ?Pasplus quedebaume .Leconnais -tu?,Glossaire vaud (1861),Line 828
sedire,,vaud,unknown,"pour moqueur .-N.P.c'est une tapette ,une ta 30 BAV",Glossaire vaud (1861),Line 831
bousse,,vaud,unknown,",enparlant d'un homme oud'une femme quiaune",Glossaire vaud (1861),Line 833
intempérance,,vaud,unknown,"delangue ;D.c'est unbavard ,unebavarde ,",Glossaire vaud (1861),Line 834
une,,vaud,unknown,"caillette ,uncaqueteur ,une caqueteuse .-Lapièce de",Glossaire vaud (1861),Line 835
bois,,vaud,unknown,avec laquelle leslavandières battent lelinge senomme,Glossaire vaud (1861),Line 836
une,,vaud,unknown,"batte etnon une tapette . tion.N.P.alangué ,alanguée . chi.)",Glossaire vaud (1861),Line 837
corneilles,,vaud,unknown,",cequisignifie :regarder niaisement enl'air.",Glossaire vaud (1861),Line 846
grand,,vaud,unknown,"nombre ,veut unsubstantif après lui.N.P.beaucoup",Glossaire vaud (1861),Line 849
pensent,,vaud,unknown,",ilssont beaucoup ;D.beaucoup degens pensent ;ils",Glossaire vaud (1861),Line 850
sont,,vaud,unknown,"beaucoup depersonnes .Cependant ilestpermis dedire j'en connais beaucoup quipensent ainsi ,parce quelepronom",Glossaire vaud (1861),Line 851
enremplace,,vaud,unknown,"lesubst .personnes .-Ils'en faut beaucoup ,",Glossaire vaud (1861),Line 853
marque,,vaud,unknown,"ladifférence dequalité ;ils'enfautdebeaucoup ,la",Glossaire vaud (1861),Line 854
différence,,vaud,unknown,dequantité :Ils'en faut beaucoup qu'il soit aussi,Glossaire vaud (1861),Line 855
prudent,,vaud,unknown,que vous ;ils'en faut debeaucoup qu'il aitautant,Glossaire vaud (1861),Line 856
deconnaissances,,vaud,unknown,".Ilenavait nipeunitrop;ilenapris nipeunitrop,P.F.;D.beaucoup .Enparlant dechoses qui",Glossaire vaud (1861),Line 857
peuvent,,vaud,unknown,"secompter :j'en aitout plein ,P.F.Ilfaut dire j'en aibeaucoup .",Glossaire vaud (1861),Line 859
croisé,,vaud,unknown,",bec-de-corbin ,bec-de-grue ,bec-de-lièvre ,etbédans bec-d'âne ,outil demenuisier ,etbec-jaune ,ignorant ,inepte . -Iln'aqu'à s'entorcher lebec,seditpour exprimer qu'un",Glossaire vaud (1861),Line 863
homme,,vaud,unknown,n'aura pascequ'il désire .N.P.ilpeut entorcher,Glossaire vaud (1861),Line 867
son,couteau ,vaud,unknown,couteau .,Glossaire vaud (1861),Line 868
pour,,vaud,unknown,enfaire béchée àleurs petitz .,Glossaire vaud (1861),Line 872
peut,,vaud,unknown,"sedire pour bavarde ,mauvaise langue .",Glossaire vaud (1861),Line 875
ridou,"lessynonymes debenêt ,niais ,",vaud,unknown,"sont enmauvais français lessynonymes debenêt ,niais ,",Glossaire vaud (1861),Line 878
nigaud,,vaud,unknown,.,Glossaire vaud (1861),Line 879
bérette,D.unbéret ,vaud,unknown,;D.unbéret .,Glossaire vaud (1861),Line 882
vante,,vaud,unknown,":jesuis deBerne ,nous sommes deBerne ;ilsuffit donc",Glossaire vaud (1861),Line 884
dedire,,vaud,unknown,quecette locution n'est pasfrançaise dans lesens où,Glossaire vaud (1861),Line 885
nous,l'employons ,vaud,unknown,l'employons .,Glossaire vaud (1861),Line 886
point,,vaud,unknown,"dutout:vous comptez surlui,....bernique !N.P.ber- nicle.Bernicles ,s.m.plur.Vieux mot quisignifiait sor-",Glossaire vaud (1861),Line 888
netles,,vaud,unknown,",rien:ilvoulait mon argent ,mais ilaeudesberni-",Glossaire vaud (1861),Line 890
cles,,vaud,unknown,". n'est pas précisément celle duvinaigre ,mais quienappro- che.N.P.cevinarzille ,resille ;D.cevinestbesaigre ,ouce",Glossaire vaud (1861),Line 891
vinestpoussé,,vaud,unknown,.,Glossaire vaud (1861),Line 895
cles, 32 BES,vaud,unknown,. 32 BES,Glossaire vaud (1861),Line 897
vous,,vaud,unknown,occasion dedrap ?D.avez -vous besoin de....N.P.avez-,Glossaire vaud (1861),Line 901
cruche,,vaud,unknown,.,Glossaire vaud (1861),Line 903
ploie,,vaud,unknown,"maintenant pour travesti ,déguisé .Bétor P.F. ler.BEUGLER ,v.n.Jeter dehauts cris.N.P.rouèler ,bouè-",Glossaire vaud (1861),Line 905
fondu,,vaud,unknown,.,Glossaire vaud (1861),Line 911
beurrée,,vaud,unknown,";D.unbeurré ,unbeurré blanc ,unbeurré gris. rée. l'un oudel'autre decesmots ,P.F. desadv.N.P.j'ai trèsfaim ,trèssoif,trèspeur .Ilfaut dire",Glossaire vaud (1861),Line 913
bien,,vaud,unknown,ouextrêmement .Mais comme froid etchaud sont adj.,Glossaire vaud (1861),Line 922
aussi,,vaud,unknown,"bien quesubst .,onpeut dire j'aitrès froid ,ilfaittrès",Glossaire vaud (1861),Line 923
chaud,,vaud,unknown,.,Glossaire vaud (1861),Line 924
graffion,greffion ,vaud,unknown,",greffion .",Glossaire vaud (1861),Line 926
cedernier,,vaud,unknown,"mot employé pour borgne ,P.F.Leverbe bor-",Glossaire vaud (1861),Line 928
noyer,";ilsignifie regarder d'un œil,enfermant l'autre ,pour mieux connaître siunalignement estbiendroit ,",vaud,unknown,"estfrançais ;ilsignifie regarder d'un œil,enfermant l'autre ,pour mieux connaître siunalignement estbiendroit ,",Glossaire vaud (1861),Line 929
siune,,vaud,unknown,surface estbien plane .,Glossaire vaud (1861),Line 931
bigle,,vaud,unknown,.,Glossaire vaud (1861),Line 934
lesborgnes,lesboiteux etlesbicles ,vaud,unknown,",lesboiteux etlesbicles .",Glossaire vaud (1861),Line 936
bille,,vaud,unknown,"trop haute ,trop basse ,trop fine,trop pleine ;D.trop haut,trop bas,trop fin,trop plein .",Glossaire vaud (1861),Line 940
lesquelles,,vaud,unknown,"lesenfants jouent .N.P.desmabres ,desmarbres ,",Glossaire vaud (1861),Line 943
desmapis,,vaud,unknown,";D.desbilles ,desgobilles ,deschiques . let,envoyer unmotdebillet ,recevoir unmotdebillet ;D.",Glossaire vaud (1861),Line 944
écrire,,vaud,unknown,",envoyer ,recevoir unbillet .",Glossaire vaud (1861),Line 947
gros,,vaud,unknown,"tronçon debois,cylindrique ,outaillé carrément ,dont",Glossaire vaud (1861),Line 949
lapartie,,vaud,unknown,supérieure présente une surface plane .Billot de,Glossaire vaud (1861),Line 950
cuisine,Besch .,vaud,unknown,;couper delaviande surunbillot .(Besch .)Onpeut,Glossaire vaud (1861),Line 951
dire,Acad .,vaud,unknown,aussi tronchet .(Acad .),Glossaire vaud (1861),Line 952
lierpour,,vaud,unknown,"brûler lachandelle jusqu'au bout.N.P.uneépar- gne;D.unbinet ,ouunbrûle -tout.",Glossaire vaud (1861),Line 954
une,serfouette ,vaud,unknown,serfouette .,Glossaire vaud (1861),Line 957
arrière,,vaud,unknown,etrière ont aussi unbisaïeul : 34 BIS,Glossaire vaud (1861),Line 960
blanc, l'est pas,vaud,unknown,. l'est pas.,Glossaire vaud (1861),Line 969
entrer,,vaud,unknown,"dans l'examen dudétail .N.P.acheter autubôtu ,",Glossaire vaud (1861),Line 976
vendre,,vaud,unknown,autubôtu .Jerappelle iciletohu-bohu desFrançais,Glossaire vaud (1861),Line 977
etletoou,-vaboou delaGenèse ,vaud,unknown,-vaboou delaGenèse .,Glossaire vaud (1861),Line 978
Tohu,,vaud,unknown,"bohu signifie confusion ,etletoou-vaboou desHé-",Glossaire vaud (1861),Line 979
breux,,vaud,unknown,aététraduit parlesmots sans forme etvide.(Ge-,Glossaire vaud (1861),Line 980
nèse,"chap .I,vers.2.)",vaud,unknown,",chap .I,vers.2.)",Glossaire vaud (1861),Line 981
un,babo ,vaud,unknown,babo .,Glossaire vaud (1861),Line 987
bœuf,"-gras,nerf-de-bœuf ;Pr.beu-gras,ner-de-beu",vaud,unknown,"-gras,nerf-de-bœuf ;Pr.beu-gras,ner-de-beu.",Glossaire vaud (1861),Line 989
boire,,vaud,unknown,"surdesmauves ,surdutilleul ,etc.;D.prendre une",Glossaire vaud (1861),Line 992
infusion,,vaud,unknown,"demauves ,detilleul ,etc.-Boire comme untrou, pop.signifie boire beaucoup ;mais sepombler ,unepomblée ,",Glossaire vaud (1861),Line 993
vous,nebuvez pas,vaud,unknown,nebuvez pas.,Glossaire vaud (1861),Line 996
levés,,vaud,unknown,encontravention auxrèglements .N.P.desboisde lune;D.desbois dedélit.,Glossaire vaud (1861),Line 998
bois,Acad .,vaud,unknown,servant auménage .(Acad .)Lemottapaseillon P.F.,Glossaire vaud (1861),Line 1002
boisson,P.F,vaud,unknown,",P.F.",Glossaire vaud (1861),Line 1004
pronominal,,vaud,unknown,.Les expressions suivantes sont donc incorrec- tes:Nous nous sommes bombardés àcoups deboules de,Glossaire vaud (1861),Line 1006
neige,,vaud,unknown,;ilssesontbombardés degros mots .,Glossaire vaud (1861),Line 1008
comme,"lepain.Ilfautdire,ilestbon,elleestbonne comme",vaud,unknown,"lepain.Ilfautdire,ilestbon,elleestbonne comme",Glossaire vaud (1861),Line 1010
lebon,,vaud,unknown,"pain . dePetit bonhomme vitencore ,lejeuquenous appelons Mar- tinvit,etc.",Glossaire vaud (1861),Line 1011
enfant,,vaud,unknown,",delepromener .Bonne nepeut sedire pour amante :",Glossaire vaud (1861),Line 1016
contenus,,vaud,unknown,"dans l'abdomen ,quand ilssedéplacent .N.P.avoir",Glossaire vaud (1861),Line 1021
des,,vaud,unknown,"grenouilles ,desgargouillements ;D.avoir des borbo-",Glossaire vaud (1861),Line 1022
rygmes,,vaud,unknown,.,Glossaire vaud (1861),Line 1023
etdelacouverture,,vaud,unknown,entre lebois delitetlapaillasse oule,Glossaire vaud (1861),Line 1025
matelas,Acad .,vaud,unknown,".(Acad .)N.P.coudre lesdraps . s'est faitunebougne ;D.unebosse .Onlitdans Villon : -S'en donner une bosse ,pour manger beaucoup ,P.F.",Glossaire vaud (1861),Line 1026
aussi,"RABELAIS ,liv.III,Prologue .",vaud,unknown,"sedire,mais bossuer vaut mieux . 36 BOT (RABELAIS ,liv.III,Prologue .)",Glossaire vaud (1861),Line 1033
appelons,,vaud,unknown,"croûte dedessous ,etqueue dupain ,lacroûte de",Glossaire vaud (1861),Line 1040
dessus,,vaud,unknown,".-Faire lapetite bouche ,faire ledifficile ,ledégoûté .",Glossaire vaud (1861),Line 1041
tenu,,vaud,unknown,dans labouche ;lemot noce P.F.dans cesens.,Glossaire vaud (1861),Line 1044
sonne,,vaud,unknown,",nous luidisons :prenez unecroustille pour boucher .",Glossaire vaud (1861),Line 1046
boucher,,vaud,unknown,"unebouteille pour dire,prendre unmorceau depain",Glossaire vaud (1861),Line 1048
après,,vaud,unknown,"avoir bu,depeur desentir levin.",Glossaire vaud (1861),Line 1049
placer,,vaud,unknown,"sursesbords .N.P.àbochon ,àbouchon .",Glossaire vaud (1861),Line 1051
chonner,,vaud,unknown,uncheval .N.P.untorchon depaille .Ondonne,Glossaire vaud (1861),Line 1053
encore,,vaud,unknown,lenom debouchon àunepoignée depaille qu'on met,Glossaire vaud (1861),Line 1054
àlaqueue,,vaud,unknown,d'un cheval pour indiquer qu'il estàvendre .,Glossaire vaud (1861),Line 1055
bouffer,Voy.pouffer .,vaud,unknown,"decolère ,dedépit .(Voy.pouffer .)-Bouffer pour",Glossaire vaud (1861),Line 1057
manger,,vaud,unknown,"peut sedire,mais ilestpop. Bouffer une bête ,",Glossaire vaud (1861),Line 1058
lasouffler,,vaud,unknown,quand elleesttuée pour enrendre lachair plus,Glossaire vaud (1861),Line 1059
belle,,vaud,unknown,.,Glossaire vaud (1861),Line 1060
murer,,vaud,unknown,"entre sesdents .N.P.gongonner ,ron-ner,piorner .",Glossaire vaud (1861),Line 1064
servi,,vaud,unknown,àfaire dubouillon .N.P.dubouli ;D.dubouilli en,Glossaire vaud (1861),Line 1066
mouillant,,vaud,unknown,l'l. l'eau bout .,Glossaire vaud (1861),Line 1067
poisson,,vaud,unknown,quedeux outrois ondes pour qu'il soitcuit;D.il,Glossaire vaud (1861),Line 1072
nefaut,,vaud,unknown,quedeux outrois bouillons pour cuire cepoisson .,Glossaire vaud (1861),Line 1073
mais,,vaud,unknown,onpeut dire bouillon d'onze heures .Lebouillon est l'endroit delarivière oùl'eau forme untournant .Boire un,Glossaire vaud (1861),Line 1075
bouillon,,vaud,unknown,signifiait courir lerisque d'être englouti dans une,Glossaire vaud (1861),Line 1077
mauvaise,,vaud,unknown,affaire ;s'est ditaussi pour mourir .Onlitdans,Glossaire vaud (1861),Line 1078
langer,,vaud,unknown,",cuire aufour. Nous employons lasingulière ex-",Glossaire vaud (1861),Line 1082
pression,,vaud,unknown,"suivante :Ah!ilafaitaufour,ilaassez faitau four;va,seulement ,tuasjoliment faitaufour,pour dire:",Glossaire vaud (1861),Line 1083
ilestassez,,vaud,unknown,"coupable pour êtrepuni,ilmérite unepunition ...",Glossaire vaud (1861),Line 1085
lestyle,badin ,vaud,unknown,badin .,Glossaire vaud (1861),Line 1087
tage,,vaud,unknown,dejouer lepremier :onjoue entrente etilsontdix,Glossaire vaud (1861),Line 1090
etlaboule,Acad .,vaud,unknown,.(Acad .),Glossaire vaud (1861),Line 1091
bouleau,,vaud,unknown,.,Glossaire vaud (1861),Line 1093
dogue,,vaud,unknown,". lets;mais cette expression nepeut pasêtre employée pour dired'un homme qu'il estfatigué ,usé.-Traîner leboulet",Glossaire vaud (1861),Line 1095
signifie,,vaud,unknown,mener une viemisérable .,Glossaire vaud (1861),Line 1099
royer,,vaud,unknown,lemortier .Lemot brasse P.F.dans cesens . 38 BOU,Glossaire vaud (1861),Line 1101
bordonner,,vaud,unknown,.,Glossaire vaud (1861),Line 1107
certains,,vaud,unknown,"animaux àpoils ras,telsquelesbœufs ,lesvaches ,",Glossaire vaud (1861),Line 1110
leschevaux,Acad .,vaud,unknown,.(Acad .)Ilrésulte decette définition quel'on,Glossaire vaud (1861),Line 1111
nepeut,,vaud,unknown,"pasappeler paillasse debourre ,lespaillasses faites",Glossaire vaud (1861),Line 1112
deballes,,vaud,unknown,d'avoine oud'autres graminées surlesquelles on,Glossaire vaud (1861),Line 1113
met,estbalasse,vaud,unknown,coucher lespetits enfants .Lemot français estbalasse .,Glossaire vaud (1861),Line 1114
deballes,,vaud,unknown,"d'avoine .Dans lesupplément auDict .del'Acad . onlit:Balasse ,couette delitformée deballe d'avoine en-",Glossaire vaud (1861),Line 1116
veloppée,dans delatoile ,vaud,unknown,dans delatoile .,Glossaire vaud (1861),Line 1118
onentoure,,vaud,unknown,latêtedesenfants pour amortir l'effet deleurs,Glossaire vaud (1861),Line 1121
chutes,Voy.chariot .,vaud,unknown,.N.P.untoquet .(Voy.chariot .),Glossaire vaud (1861),Line 1122
chose,,vaud,unknown,avec excès .L'adj .bourratif P.F.-Onnepeut pas,Glossaire vaud (1861),Line 1124
dire,,vaud,unknown,"non plus bourrer lesportes ,lesfermer avec violence .",Glossaire vaud (1861),Line 1125
dire,Sup.,vaud,unknown,une topette d'encre ;ilfaut dire une bouteille d'encre . l'atteinte desvoitures .(Sup.)D.Unebouteroue .,Glossaire vaud (1861),Line 1128
rière,,vaud,unknown,"despetits enfants ;onpeut aussi direcouche ,s.f.;cet",Glossaire vaud (1861),Line 1135
enfant,,vaud,unknown,asali sacouche .Lemot patin P.F.dans cesens.,Glossaire vaud (1861),Line 1137
braise,,vaud,unknown,.,Glossaire vaud (1861),Line 1139
appelons,,vaud,unknown,brante est-ilconnu enFrance ?Brante n'est pas,Glossaire vaud (1861),Line 1141
dans,,vaud,unknown,"ledictionnaire ;mais voyez bachoue ,banneau ,hotte .-",Glossaire vaud (1861),Line 1142
rons,,vaud,unknown,duJura emploient autransport deleur vendange .,Glossaire vaud (1861),Line 1144
ner,,vaud,unknown,lebalan ;D.donner lebranle .,Glossaire vaud (1861),Line 1147
branloire,,vaud,unknown,".Onditescarpolette ,quand ilestquestion d'un",Glossaire vaud (1861),Line 1149
siége,,vaud,unknown,"suspendu pardescordes ,pour sebalancer .",Glossaire vaud (1861),Line 1150
un,canon ,vaud,unknown,canon .,Glossaire vaud (1861),Line 1152
labraise,,vaud,unknown,pour chauffer unechambre .N.P.unmortier .,Glossaire vaud (1861),Line 1154
bras-le-corps,ouàfoisdecorps ,vaud,unknown,",ouàfoisdecorps .",Glossaire vaud (1861),Line 1156
nepeut,,vaud,unknown,"l'employer pour dire,marcher dans une grande",Glossaire vaud (1861),Line 1158
épaisseur,,vaud,unknown,"deneige ,deboue .Brasser laneige ,laboue,P.F.",Glossaire vaud (1861),Line 1159
lecorps,,vaud,unknown,desenfants .N.P.unebrassière ;D.desbrassières .,Glossaire vaud (1861),Line 1161
avec,,vaud,unknown,"soin ,mais lediminutif bravette P.F.",Glossaire vaud (1861),Line 1163
drapeau,,vaud,unknown,.N.P.unporte -drapeau ;D.unbrayer .,Glossaire vaud (1861),Line 1165
bredin,,vaud,unknown,-breda . 40 BRE,Glossaire vaud (1861),Line 1169
tout,,vaud,unknown,enbreloquant ;D.ilfaittout brelic -breloque .Leverbe,Glossaire vaud (1861),Line 1172
treloquer,P.F,vaud,unknown,P.F.,Glossaire vaud (1861),Line 1173
hotte,Acad .,vaud,unknown,.(Acad .)N.P.lescorgeons d'une hotte .,Glossaire vaud (1861),Line 1175
sedire,,vaud,unknown,"pour maltraiter . dire:j'aitrouvé unbruchon dans masoupe . -BRIQUE ,s.f.Lemot carron P.F.Voy.carreau .",Glossaire vaud (1861),Line 1177
chaise,,vaud,unknown,"enbriques ;D.mettre unechaise enpièces ,enbrin- gues;mais cette dernière expression esttriviale .",Glossaire vaud (1861),Line 1183
mots,,vaud,unknown,"tessons ,éclats peuvent aussi êtreemployés .Les",Glossaire vaud (1861),Line 1185
elle,,vaud,unknown,secasse ;D....elle sebrise . cequ'il touche .Cemot pourrait peut -être remplacer notre,Glossaire vaud (1861),Line 1187
subst,,vaud,unknown,".brise -bataille ,employé dans lemême sens ,mais qui n'est pasfrançais .",Glossaire vaud (1861),Line 1190
lechanvre,N.P.un battioret ,vaud,unknown,.N.P.un battioret .,Glossaire vaud (1861),Line 1193
desbrises,,vaud,unknown,".Brise pour miette ,P.F.",Glossaire vaud (1861),Line 1195
debrik,,vaud,unknown,etdebrok .-N.P.unbrochet devin;D.unbroc de vin.,Glossaire vaud (1861),Line 1197
dont,,vaud,unknown,onsesertpour donner àmanger auxtrèsjeunes oi-,Glossaire vaud (1861),Line 1200
seaux,,vaud,unknown,".N.P.labuchette .Nourrir unoiseau àlabuchette ,",Glossaire vaud (1861),Line 1201
ragoût,N.P.unpotremets ,vaud,unknown,.N.P.unpotremets .,Glossaire vaud (1861),Line 1205
trivial,mais,vaud,unknown,.Ratatouille estfrançais mais,Glossaire vaud (1861),Line 1206
tredon,"D.brouhaha ,tintamarre ",vaud,unknown,";D.brouhaha ,tintamarre .",Glossaire vaud (1861),Line 1209
brouillard,,vaud,unknown,.,Glossaire vaud (1861),Line 1212
ressort,Neprononcez pasbrukselles ,vaud,unknown,.Neprononcez pasbrukselles .,Glossaire vaud (1861),Line 1214
brûlon,D.lebrûlé ,vaud,unknown,;D.lebrûlé .,Glossaire vaud (1861),Line 1217
lesverbes,,vaud,unknown,"brûler ,sebrûler ,s'échauder . N.P.lagelée a",Glossaire vaud (1861),Line 1219
grillé,,vaud,unknown,lesplantes ;D.lagelée abrûlé lesplantes .-N.P.,Glossaire vaud (1861),Line 1220
laneige,,vaud,unknown,grille lessouliers ;D.laneige brûle lessouliers .-,Glossaire vaud (1861),Line 1221
dent,,vaud,unknown,"quelefeubrûle toujours .D.Vavoir s'ilyaencore du feu,ouprenez unautre tour.",Glossaire vaud (1861),Line 1223
tredeux,,vaud,unknown,vins.Ilesttoujours gris.Ilesttoujours dans levin.,Glossaire vaud (1861),Line 1229
ilétait,,vaud,unknown,"desang frais,cequin'est pascorrect ;ilvaudrait",Glossaire vaud (1861),Line 1232
mieux,,vaud,unknown,employer lesmots être desang froid . 42 BUF,Glossaire vaud (1861),Line 1233
