swiss_french,standard_french,dialect,part_of_speech,definition,source,notes
BIGLER,"bigler ,il",vaud,verb_neutral,"Loucher .N.P.bicler ,ilbicle;D.bigler ,il",Glossaire Vaudois (1861),DCG parsed
BILIEUX,,vaud,adjective,N.P.bileux .,Glossaire Vaudois (1861),DCG parsed
BILLARD,,vaud,noun_masculine,"N.P.,enjouant aubillard ,j'aiprisla",Glossaire Vaudois (1861),DCG parsed
BILLE,,vaud,noun_feminine,Petites boules depierre oud'agathe avec,Glossaire Vaudois (1861),DCG parsed
BILLET,,vaud,noun_masculine,Onnepeut pasdireécrire unmotdebil-,Glossaire Vaudois (1861),DCG parsed
BILLOT,,vaud,noun_masculine,"Lemot plot P.F.dans lesens debillot ,",Glossaire Vaudois (1861),DCG parsed
BINET,,vaud,noun_masculine,Petit ustensile quel'onmetdans lechande-,Glossaire Vaudois (1861),DCG parsed
BINETTE,"unebinette ,",vaud,noun_feminine,"N.P.sarcloret ,sercloret ;D.unebinette ,",Glossaire Vaudois (1861),DCG parsed
BISAIEUL,,vaud,noun_masculine,Père del'aïeul oudel'aïeule .(Acad .),Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,"P.arrière -grand -père ,rière -grand -père.Nos vocables",Glossaire Vaudois (1861),DCG parsed
GLOSS,,vaud,unknown,VAUD .(RAYNOUARD .),Glossaire Vaudois (1861),DCG parsed
BISBILLE,,vaud,noun_feminine,Petite dispute .N.P.bisebille .,Glossaire Vaudois (1861),DCG parsed
BIS-BLANC,dupain bis-,vaud,adjective,N.P.dupain moyen ;D.dupain bis-,Glossaire Vaudois (1861),DCG parsed
BISQUER,,vaud,verb_neutral,Estfrançais ;mais lesubst .bisque ne,Glossaire Vaudois (1861),DCG parsed
BLANCHISSERIE,,vaud,noun_feminine,N.P.blancherie .,Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,cefruit estblet.,Glossaire Vaudois (1861),DCG parsed
BLOC,,vaud,adverb,"Acheter enbloc,vendre enbloc ,sans",Glossaire Vaudois (1861),DCG parsed
BLOCAGE,,vaud,noun_masculine,Terme debillard .N.P.unbloc.,Glossaire Vaudois (1861),DCG parsed
BLOTTIR,,vaud,verb_pronominal,N.P.ils'est lotidans uncoin;,Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,ils'est blotti dans uncoin .,Glossaire Vaudois (1861),DCG parsed
BLOUSE,,vaud,noun_feminine,Onditaussi blaude .N.P.uneroulière .,Glossaire Vaudois (1861),DCG parsed
BOBO,,vaud,noun_masculine,Malléger dans lelangage desenfants .N.P.,Glossaire Vaudois (1861),DCG parsed
BEUF,,vaud,noun_masculine,"L'fneseprononce niauplur.,nidans",Glossaire Vaudois (1861),DCG parsed
BOIRE,cepapier boit.-,vaud,verb_active,N.P.cepapier perce ;D.cepapier boit.-,Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,"F.- Bevez ,vous nebevez pas,P.F.Ilfaut dire buvez ,",Glossaire Vaudois (1861),DCG parsed
BOIS,,vaud,noun_masculine,"Boisdedélit,seditdesbois quiontétéen-",Glossaire Vaudois (1861),DCG parsed
BOISSELIER,,vaud,noun_masculine,Artisan quifaitdivers ustensiles de,Glossaire Vaudois (1861),DCG parsed
BOISSON,,vaud,noun_feminine,Lemot potringue pour uneméchante,Glossaire Vaudois (1861),DCG parsed
BOMBARDER,,vaud,verb_active,Leverbe bombarder n'est jamais,Glossaire Vaudois (1861),DCG parsed
BONHOMME,,vaud,noun_masculine,LesFrançais désignent souslenom,Glossaire Vaudois (1861),DCG parsed
BONNE,,vaud,noun_feminine,Fille oufemme chargée desurveiller un,Glossaire Vaudois (1861),DCG parsed
BONNETERIE,,vaud,noun_feminine,Faire lecommerce debonneterie ;,Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,"P.debonnetterie ,l'edelasyllabe ne,doit être muet .",Glossaire Vaudois (1861),DCG parsed
BORBORYGME,,vaud,noun_masculine,Bruit quefont entendre lesgaz,Glossaire Vaudois (1861),DCG parsed
BORDER,,vaud,verb_active,Border unlit.Engager lebout desdraps,Glossaire Vaudois (1861),DCG parsed
BOSSE,,vaud,noun_feminine,Enflure quiprovient d'un coup .N.P.il,Glossaire Vaudois (1861),DCG parsed
BOSSUER,bossuer .Bosseler peut,vaud,verb_active,N.P.cabosser ;D.bossuer .Bosseler peut,Glossaire Vaudois (1861),DCG parsed
BOTTE,,vaud,noun_feminine,"N.P.unpaquet d'asperges ,deradis ,etc.",Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,"une botte d'asperges ,deradis ,etc.",Glossaire Vaudois (1861),DCG parsed
BOUCHE,,vaud,noun_feminine,"Onnomme bouche dupain ,ceque nous",Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,P.faire lafine bouche .,Glossaire Vaudois (1861),DCG parsed
BOUCHÉE,,vaud,noun_feminine,Morceau d'unaliment quipeut être con-,Glossaire Vaudois (1861),DCG parsed
BOUCHER,,vaud,verb_active,Après avoir offert duvinàuneper-,Glossaire Vaudois (1861),DCG parsed
BOUCHETON,,vaud,adverb,"Mettre unvase àboucheton ,le",Glossaire Vaudois (1861),DCG parsed
BOUCHON,,vaud,noun_masculine,Poignée depaille tortillée pour bou-,Glossaire Vaudois (1861),DCG parsed
BOUFFER,,vaud,verb_neutral,"N.P.pouffer decolère ,dedépit ;D.",Glossaire Vaudois (1861),DCG parsed
BOUILLI,,vaud,noun_masculine,Viande cuite dans une marmite etquia,Glossaire Vaudois (1861),DCG parsed
BOUILLIR,,vaud,verb_neutral,"Borboter ,P.F.-N.P.l'eau cuit;D.",Glossaire Vaudois (1861),DCG parsed
BOUILLON,,vaud,noun_masculine,N.P.ilnefaut faire donner àce,Glossaire Vaudois (1861),DCG parsed
BOULANGER,bou-,vaud,verb_neutral,eta.N.P.faire aufour;D.bou-,Glossaire Vaudois (1861),DCG parsed
BOULE,,vaud,noun_feminine,"N.P.jouer aux boules ,jouer aux bauches ;",Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,"jouer àlaboule .-Avoir laboule ,signifie avoir l'avan-",Glossaire Vaudois (1861),DCG parsed
BOULEAU,unbalai de,vaud,noun_masculine,N.P.unbalai debiole ;D.unbalai de,Glossaire Vaudois (1861),DCG parsed
BOULET,,vaud,noun_masculine,Onditd'un cheval qu'il estsursesbou-,Glossaire Vaudois (1861),DCG parsed
BOULOIR,,vaud,noun_masculine,ouRABOT .Instrument quisertàcor-,Glossaire Vaudois (1861),DCG parsed
BOURDE,,vaud,noun_feminine,"ouGAUSSE ,mensonge ,défaite ;fam.",Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,"P.une gandoise ,une flause .",Glossaire Vaudois (1861),DCG parsed
BOURDON,,vaud,noun_masculine,",espèce d'abeilles .N.P.unbordon .",Glossaire Vaudois (1861),DCG parsed
BOURRACHE,,vaud,noun_feminine,Plante .N.P.borache .,Glossaire Vaudois (1861),DCG parsed
BOURRE,,vaud,noun_feminine,Amas depoils détachés delapeau de,Glossaire Vaudois (1861),DCG parsed
BOURRELET,,vaud,noun_masculine,Espèce debandeau rembourré dont,Glossaire Vaudois (1861),DCG parsed
BOURRER,,vaud,verb_active,Seditpour faire manger dequelque,Glossaire Vaudois (1861),DCG parsed
BOUSE,,vaud,noun_feminine,Fiente debœuf oudevache .N.P.beuse .,Glossaire Vaudois (1861),DCG parsed
BOUTEILLE,,vaud,noun_feminine,Lemot topette P.F.Onnepeut pas,Glossaire Vaudois (1861),DCG parsed
BOUTEROUE,,vaud,noun_feminine,Seditdesbornes quidéfendent de,Glossaire Vaudois (1861),DCG parsed
BOUTON,,vaud,noun_masculine,"Dites ,unbouton àlalèvre ;bouchère",Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.dans cesens .,Glossaire Vaudois (1861),DCG parsed
BOUTONNIÈRE,,vaud,noun_feminine,N.P.ganse pour boutonnière .,Glossaire Vaudois (1861),DCG parsed
BRAIE,,vaud,noun_feminine,Linge dont onenveloppe leder-,Glossaire Vaudois (1861),DCG parsed
BRAISE,delamenue,vaud,noun_feminine,N.P.delabraisette ;D.delamenue,Glossaire Vaudois (1861),DCG parsed
BRANDE,,vaud,noun_feminine,Mesure decapacité .L'ustensile quenous,Glossaire Vaudois (1861),DCG parsed
BRANDEVIN,,vaud,noun_masculine,Sorte d'eau -de-vie;brantevin P.F.,Glossaire Vaudois (1861),DCG parsed
BRANLE,,vaud,noun_masculine,Mouvement decequibranle .N.P.don-,Glossaire Vaudois (1861),DCG parsed
BRANLOIRE,une,vaud,noun_feminine,"Jeu,bascule .N.P.unbranle ;D.une",Glossaire Vaudois (1861),DCG parsed
BRAQUER,braquer ;braquer,vaud,verb_active,N.P.branquer ;D.braquer ;braquer,Glossaire Vaudois (1861),DCG parsed
BRASIER,,vaud,noun_masculine,Espèce degrand bassin oùl'on metde,Glossaire Vaudois (1861),DCG parsed
BRASSER,,vaud,verb_active,Leverbe brasser estfrançais ;mais on,Glossaire Vaudois (1861),DCG parsed
BRASSIÈRES,,vaud,noun_feminine,plur.Petite camisole pourmaintenir,Glossaire Vaudois (1861),DCG parsed
BRAVE,,vaud,adjective,"Est français dans lesens devêtu,paré",Glossaire Vaudois (1861),DCG parsed
BRAYER,,vaud,noun_masculine,Ceinture pour porter un,Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,cette dame est brèche -dents .,Glossaire Vaudois (1861),DCG parsed
BRETELLE,,vaud,noun_feminine,Onsesert debretelles pour porter une,Glossaire Vaudois (1861),DCG parsed
BRIGANDER,,vaud,verb_neutral,Cemotestfrançais ;mais ilnepeut,Glossaire Vaudois (1861),DCG parsed
BRIMBORION,,vaud,noun_masculine,Babiole .N.P.unbimborion .,Glossaire Vaudois (1861),DCG parsed
BRIN,,vaud,noun_masculine,Lemot bruchon P.F.Onnepeut donc pas,Glossaire Vaudois (1861),DCG parsed
BRISER,,vaud,verb_active,N.P.tant valacruche àl'eau qu'à lafin,Glossaire Vaudois (1861),DCG parsed
BRISOIR,,vaud,noun_masculine,"ouBROIE ,s.f.Instrument pour briser",Glossaire Vaudois (1861),DCG parsed
BRISQUE,,vaud,noun_feminine,Lesasetlesdixdechaque couleur .N.P.,Glossaire Vaudois (1861),DCG parsed
BROC,,vaud,noun_masculine,"Debric etdebroc,prononcez",Glossaire Vaudois (1861),DCG parsed
BROCHETTE,,vaud,noun_feminine,Petit morceau debois oudeplume,Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.,Glossaire Vaudois (1861),DCG parsed
BROUET,,vaud,noun_masculine,Pris dans lesens deméchant,Glossaire Vaudois (1861),DCG parsed
BROUETTE,,vaud,noun_feminine,N.P.unebarouette .,Glossaire Vaudois (1861),DCG parsed
BROUHAHA,,vaud,noun_masculine,"N.P.brouard ,brouha ,",Glossaire Vaudois (1861),DCG parsed
BROUILLAMINI,,vaud,noun_masculine,Désordre .N.P.embrouillamini .,Glossaire Vaudois (1861),DCG parsed
BROUILLARD,dupapier,vaud,adjective,N.P.dupapier cassé ;D.dupapier,Glossaire Vaudois (1861),DCG parsed
BRUCELLES,,vaud,noun_feminine,plur .Pincettes dont lesbranches font,Glossaire Vaudois (1861),DCG parsed
BRUINER,ilbruine .,vaud,verb_neutral,N.P.ilpleuvigne ;D.ilbruine .,Glossaire Vaudois (1861),DCG parsed
BRULÉ,,vaud,noun_masculine,"N.P.cemets sentlebrûlon ,onsentle",Glossaire Vaudois (1861),DCG parsed
BRULER,,vaud,verb_active,",etc. Leverbe canfarer P.F.Employez",Glossaire Vaudois (1861),DCG parsed
BUANDERIE,,vaud,noun_feminine,N.P.chambre àlessive .,Glossaire Vaudois (1861),DCG parsed
BUANDIÈRE,,vaud,noun_feminine,"N.P.leciveuse ,lissiveuse ,lessiveuse .",Glossaire Vaudois (1861),DCG parsed
BUCHE,unegrosse bûche .,vaud,noun_feminine,N.P.ungrougnon ;D.unegrosse bûche .,Glossaire Vaudois (1861),DCG parsed
BUÉE,buéeoulessive .(Pr.lécive.),vaud,noun_feminine,"N.P.bouïe,buïe;D.buéeoulessive .(Pr.lécive.)",Glossaire Vaudois (1861),DCG parsed
BUFFLÉTERIE,,vaud,noun_feminine,Pièces del'équipement d'un soldat,Glossaire Vaudois (1861),DCG parsed
BUT,alteindre un,vaud,noun_masculine,N.P.remplir unbut;D.alteindre un,Glossaire Vaudois (1861),DCG parsed
BUVABLE,,vaud,adjective,Quipeut êtrebu;N.P.bevable .,Glossaire Vaudois (1861),DCG parsed
BUVEUR,,vaud,noun_masculine,Pompier nepeut sedirepour buveur de,Glossaire Vaudois (1861),DCG parsed
CABARET,,vaud,noun_masculine,"ouTAVERNE ,s.f.-N.P.pinte ,vendage .",Glossaire Vaudois (1861),DCG parsed
CABARETIER,,vaud,noun_masculine,Celui quitient uncabaret (ta-,Glossaire Vaudois (1861),DCG parsed
CABAS,,vaud,noun_masculine,"Sorte desac,depanier .N.P.une aumo-",Glossaire Vaudois (1861),DCG parsed
CABRIOLER,,vaud,verb_neutral,"Sauter ,faire descabrioles .N.P.",Glossaire Vaudois (1861),DCG parsed
CABUS,,vaud,noun_masculine,"Chou cabus ,chou pommé .",Glossaire Vaudois (1861),DCG parsed
CACHER,,vaud,verb_active,Cacher nepeut sedire pour serrer .Ca-,Glossaire Vaudois (1861),DCG parsed
CACOPHONIE,,vaud,noun_feminine,Rencontre demots oudesyllabes,Glossaire Vaudois (1861),DCG parsed
CADEAU,,vaud,noun_masculine,Traits deplume hardis quientourent,Glossaire Vaudois (1861),DCG parsed
CADENASSER,,vaud,verb_active,N.P.Cadenater .,Glossaire Vaudois (1861),DCG parsed
CAILLEBOTTE,delacaillebotte .,vaud,noun_feminine,N.P.duséré;D.delacaillebotte .,Glossaire Vaudois (1861),DCG parsed
Brocottes,,vaud,noun_feminine,plur.Parties caséeuses etbutyreuses qui,Glossaire Vaudois (1861),DCG parsed
CAILLER,celait,vaud,verb_pronominal,N.P.celaits'est tranché ;D.celait,Glossaire Vaudois (1861),DCG parsed
CAILLETTE,,vaud,noun_feminine,Homme oufemme quiaime àbabiller,Glossaire Vaudois (1861),DCG parsed
CALANDRER,,vaud,verb_active,Faire passer uneétoffe parlacalan-,Glossaire Vaudois (1861),DCG parsed
CALCULER,,vaud,verb_active,N.P.carculer .,Glossaire Vaudois (1861),DCG parsed
CALE,,vaud,noun_feminine,Morceau debois oud'autre matière qu'on,Glossaire Vaudois (1861),DCG parsed
CALER,caler unetable .,vaud,verb_active,N.P.cotter unetable ;D.caler unetable .,Glossaire Vaudois (1861),DCG parsed
CALEÇON,,vaud,noun_masculine,Voyez pantalon .,Glossaire Vaudois (1861),DCG parsed
CALEMBREDAINE,,vaud,noun_feminine,"Bourde ,vains propos ,faux-",Glossaire Vaudois (1861),DCG parsed
CALENDES,,vaud,noun_feminine,plur.N.P.renvoyer aux calendres,Glossaire Vaudois (1861),DCG parsed
CALFEUTRER,,vaud,verb_active,N.P.calfeuter .,Glossaire Vaudois (1861),DCG parsed
CALIFOURCHON,,vaud,adverb,N.P.encambillon .,Glossaire Vaudois (1861),DCG parsed
CALVILLE,,vaud,noun_masculine,N.P.unepomme calvine ;,Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,uncalville .,Glossaire Vaudois (1861),DCG parsed
CAMARADE,,vaud,noun_masculine,N.P.camerade .,Glossaire Vaudois (1861),DCG parsed
CAMBUSE,,vaud,noun_feminine,Endroit fermé dans l'entrepont d'un,Glossaire Vaudois (1861),DCG parsed
CAMÉE,uncamée .,vaud,noun_masculine,N.P.unecamée ;D.uncamée .,Glossaire Vaudois (1861),DCG parsed
CAMION,,vaud,noun_masculine,Très petite épingle .N.P.uneépingle,Glossaire Vaudois (1861),DCG parsed
CAMOMILLE,,vaud,noun_feminine,N.P.camamille .,Glossaire Vaudois (1861),DCG parsed
CAMPAGNE,,vaud,noun_feminine,"Campagne ,pour maison decampagne ,",Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.- Tous ceux quiconnaissent lacharmante maison de,Glossaire Vaudois (1861),DCG parsed
Borde,,vaud,noun_feminine,"Petite maison ,habitation isolée .Selaborde esttoute",Glossaire Vaudois (1861),DCG parsed
CAMPOS,,vaud,noun_masculine,"Congé declasse ,repos .",Glossaire Vaudois (1861),DCG parsed
CANAILLE,,vaud,noun_feminine,Lemot cacibraille P.F.,Glossaire Vaudois (1861),DCG parsed
CANCAN,,vaud,noun_masculine,"Bavardage ,commérage .N.P.descanca-",Glossaire Vaudois (1861),DCG parsed
CANETER,,vaud,verb_neutral,Marcher comme uncanard ensebalan-,Glossaire Vaudois (1861),DCG parsed
CANIF,,vaud,noun_masculine,N.P.unganif .,Glossaire Vaudois (1861),DCG parsed
CANONNIER,,vaud,noun_masculine,N.P.calonnier .,Glossaire Vaudois (1861),DCG parsed
CANONNIÈRE,,vaud,noun_feminine,Petit bâton desureau creux oùl'on,Glossaire Vaudois (1861),DCG parsed
CANTONNIER,,vaud,noun_masculine,Nom qu'on donne enFrance àdes,Glossaire Vaudois (1861),DCG parsed
CAPENDU,,vaud,noun_masculine,"N.P.une pomme carpendue ,court",Glossaire Vaudois (1861),DCG parsed
CAPONNER,,vaud,verb_neutral,Montrer delalâcheté :vous leverrez,Glossaire Vaudois (1861),DCG parsed
CAPRICE,,vaud,noun_masculine,"N.P.unrevolin (devolo,jeveux),ce",Glossaire Vaudois (1861),DCG parsed
CARAMEL,uncaramel .,vaud,noun_masculine,N.P.unecaramelle ;D.uncaramel .,Glossaire Vaudois (1861),DCG parsed
CARDER,,vaud,verb_active,"N.P.charpiner ,charponner ducrin;D.",Glossaire Vaudois (1861),DCG parsed
CARESSER,,vaud,verb_active,"L'expresssion faire gna,ougnace ,",Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.,Glossaire Vaudois (1861),DCG parsed
CARNASSIÈRE,,vaud,noun_feminine,Sorte desacordinairement enfilet,Glossaire Vaudois (1861),DCG parsed
CAROTTE,,vaud,noun_feminine,"Racine potagère ,N.P.desracines jau-",Glossaire Vaudois (1861),DCG parsed
CARRÉ,"uncarré demouton ,un",vaud,noun_masculine,"N.P.unratelet ;D.uncarré demouton ,un",Glossaire Vaudois (1861),DCG parsed
CARRÉ,,vaud,adjective,"Cemotexprimant unequalité absolue ,ne",Glossaire Vaudois (1861),DCG parsed
CARREAU,uncarreau debri-,vaud,noun_masculine,N.P.uncarron ;D.uncarreau debri-,Glossaire Vaudois (1861),DCG parsed
CARTILAGE,,vaud,noun_masculine,"Partie blanche ,dure,élastique ,qui",Glossaire Vaudois (1861),DCG parsed
CAS,,vaud,noun_masculine,"Casfortuit ,événement occasionné par",Glossaire Vaudois (1861),DCG parsed
CASQUETTE,,vaud,noun_feminine,"Coiffure d'homme ,d'enfant .Carlette ,",Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.dans cesens .,Glossaire Vaudois (1861),DCG parsed
CASSÉ,,vaud,adjective,"Peut sedired'une personne ,delavoix:cet",Glossaire Vaudois (1861),DCG parsed
CASSER,,vaud,verb_active,"N.P.ébriquer ,éméluer .",Glossaire Vaudois (1861),DCG parsed
CASSEROLE,"unecasserole ,",vaud,noun_feminine,"N.P.uncassoton ;D.unecasserole ,",Glossaire Vaudois (1861),DCG parsed
CASSETTE,,vaud,noun_feminine,Nepeut sedire pour l'ustensile dans,Glossaire Vaudois (1861),DCG parsed
CASSIS,,vaud,noun_masculine,Groseiller àfruit noir.,Glossaire Vaudois (1861),DCG parsed
CASUEL,,vaud,adjective,"Nes'emploie jamais pour cassant ,fra-",Glossaire Vaudois (1861),DCG parsed
CATAPLASME,,vaud,noun_masculine,Faites entendre l's.,Glossaire Vaudois (1861),DCG parsed
CATARACTE,,vaud,noun_feminine,Maladie desyeux .N.P.catarate .,Glossaire Vaudois (1861),DCG parsed
CAUSERIE,,vaud,noun_feminine,"Babil ,entretien familier .Lemotcau-",Glossaire Vaudois (1861),DCG parsed
CAUTÈRE,,vaud,noun_masculine,Ouverture faiteàlachair,Glossaire Vaudois (1861),DCG parsed
CÉLESTE,,vaud,adjective,"N'admet nicomparatif ,nisuperlatif .",Glossaire Vaudois (1861),DCG parsed
CENS,,vaud,noun_masculine,Payer lecens.,Glossaire Vaudois (1861),DCG parsed
CENTIME,,vaud,noun_masculine,Centime etdécime sont dugenre mas-,Glossaire Vaudois (1861),DCG parsed
CEP,,vaud,noun_masculine,Uncepdevigne .,Glossaire Vaudois (1861),DCG parsed
CERCEAU,,vaud,noun_masculine,Cercle debois léger que lesenfants,Glossaire Vaudois (1861),DCG parsed
CERTAINEMENT,,vaud,adverb,Onnepeut pasdire certaine-,Glossaire Vaudois (1861),DCG parsed
CÉRUSE,delacéruse .,vaud,noun_feminine,N.P.delaceruse ;D.delacéruse .,Glossaire Vaudois (1861),DCG parsed
CHAMBRE,,vaud,noun_feminine,Nous disons souvent unechambre àche-,Glossaire Vaudois (1861),DCG parsed
CHANDELEUR,,vaud,noun_feminine,Fête .N.P.laChandeleuse ;D.,Glossaire Vaudois (1861),DCG parsed
CHANDELLE,,vaud,noun_feminine,"Chandelle desquatre ,dessix,des",Glossaire Vaudois (1861),DCG parsed
CHANFREINER,,vaud,verb_active,Tailler enchanfrein .N.P.chan-,Glossaire Vaudois (1861),DCG parsed
CHANGER,,vaud,verb_neutral,"N.P.Jevais mechanger ,allez vous",Glossaire Vaudois (1861),DCG parsed
CHANSON,,vaud,noun_feminine,"C'est toujours lamême chanson ,sedit",Glossaire Vaudois (1861),DCG parsed
CHANTIER,,vaud,noun_masculine,"Pièces debois couchées enlong,sur",Glossaire Vaudois (1861),DCG parsed
CHANTONNER,,vaud,verb_active,Chanter àdemi -voix .N.P.chan-,Glossaire Vaudois (1861),DCG parsed
CHANVRE,duchanvre .,vaud,noun_masculine,N.P.duchambre ;D.duchanvre .,Glossaire Vaudois (1861),DCG parsed
CHAPELURE,,vaud,noun_feminine,Cequ'on ôte dupain enlechape-,Glossaire Vaudois (1861),DCG parsed
CHAPIFOU,,vaud,noun_masculine,"Signifie jeudecligne -musette ,oude",Glossaire Vaudois (1861),DCG parsed
CHAPLE,,vaud,noun_feminine,Combat entre deux ouplusieurs cheva,Glossaire Vaudois (1861),DCG parsed
CHAPON,,vaud,noun_masculine,"Peut sedirepour bouture devigne ,cros-",Glossaire Vaudois (1861),DCG parsed
CHAPUISER,,vaud,verb_neutral,Travailler comme uncharpentier .,Glossaire Vaudois (1861),DCG parsed
CHAQUE,(L'aestbref.)Chaque nepe,vaud,adjective,(L'aestbref.)Chaque nepeut sedire pour,Glossaire Vaudois (1861),DCG parsed
CHARCUTIER,,vaud,noun_masculine,N.P.charcuitier .,Glossaire Vaudois (1861),DCG parsed
CHARDONNERET,,vaud,noun_masculine,"N.P.chardinolet ,chardi-",Glossaire Vaudois (1861),DCG parsed
CHARGE,,vaud,noun_feminine,N.P.àcharge de....pour àcondition .D.,Glossaire Vaudois (1861),DCG parsed
CHARIOT,,vaud,noun_masculine,"Machine debois ,garnie deroulettes ,",Glossaire Vaudois (1861),DCG parsed
CHARLATAN,"uncharlatan ,un",vaud,noun_masculine,"N.P.unmège ;D.uncharlatan ,un",Glossaire Vaudois (1861),DCG parsed
GLOSS,,vaud,unknown,VAUD .4,Glossaire Vaudois (1861),DCG parsed
CHARMER,,vaud,verb_active,"Jeter uncharme ,ensorceler .N.P.",Glossaire Vaudois (1861),DCG parsed
CHARRÉE,,vaud,noun_feminine,Cendre quiaservi àfaire lalessive .,Glossaire Vaudois (1861),DCG parsed
N,delacharrée .,vaud,unknown,P.descendres cuites ;D.delacharrée .,Glossaire Vaudois (1861),DCG parsed
CHARRETÉE,,vaud,noun_feminine,Cequecontient unecharrette .N.P.,Glossaire Vaudois (1861),DCG parsed
CHARRIER,,vaud,noun_masculine,Pièce detoile dans la-,Glossaire Vaudois (1861),DCG parsed
CHAS,,vaud,noun_masculine,Trou d'une aiguille .,Glossaire Vaudois (1861),DCG parsed
CHASSIE,,vaud,noun_feminine,Matière gluante quicoule desyeux .,Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,P.delapiquerne .,Glossaire Vaudois (1861),DCG parsed
CHASUBLE,,vaud,noun_feminine,Ornement deprêtre .N.P.chassuble .,Glossaire Vaudois (1861),DCG parsed
CHAT,chat,vaud,noun_masculine,N.P.chat brûlé craint l'eau chaude ;D.chat,Glossaire Vaudois (1861),DCG parsed
CHATAIGNE,,vaud,noun_feminine,Fruit duchâtaignier .,Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,"P.chatagne ,chatagnier .",Glossaire Vaudois (1861),DCG parsed
CHAUDRON,,vaud,noun_masculine,N.P.chauderon .,Glossaire Vaudois (1861),DCG parsed
CHAUFFERETTE,,vaud,noun_feminine,"Chauffe -pied,s.m.,peut aussi",Glossaire Vaudois (1861),DCG parsed
CHEMIN,,vaud,noun_masculine,"Ilnefaut pasaller par deux ,parquatre",Glossaire Vaudois (1861),DCG parsed
CHEMINER,,vaud,verb_neutral,"Leverbe caminer ,P.F.-Caminar",Glossaire Vaudois (1861),DCG parsed
CHENAPAN,,vaud,noun_masculine,Vaurien .N.P.c'est ungougan .,Glossaire Vaudois (1861),DCG parsed
CHÉNEAU,,vaud,noun_masculine,Conduit quirecueille leseaux dutoit,Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,un chéneau .,Glossaire Vaudois (1861),DCG parsed
CHENEVIÈRE,,vaud,noun_feminine,Champ oùcroît lechanvre .N.P.,Glossaire Vaudois (1861),DCG parsed
